Doc Type|Doc No.|Mainterm|CAS RN or Other Code|Regnum
ASP|1388|SALICYLALDEHYDE|90-02-8|172.515
EAF|3394|SALICYLIC ACID|69-72-7|175.105,175.300,177.2600
ASP|2686|SALTS OF FATTY ACIDS|8046-71-7|172.725,172.863,175.105,74.302
EAF|2687|SANDALWOOD, RED (PTEROCARPUS SANTALINUS L.F.)|98225-55-9|172.510
EAF|2688|SANDALWOOD, WHITE (SANTALUM ALBUM L.)|977020-85-1|172.510
EAF|2689|SANDALWOOD, YELLOW, OIL (SANTALUM ALBUM L.)|8006-87-9|172.510
NUL|2690|SANDARAC (TETRACLINIS ARTICULATA (VAHL.) MAST.)|9000-57-1|172.510,175.105,175.300
EAF|2692|SANTALOL, BETA|77-42-9|172.515
EAF|2691|SANTALOL, ALPHA|115-71-9|172.515
ASP|1389|SANTALOL (ALPHA AND BETA)|11031-45-1|172.515
ASP|1390|SANTALYL ACETATE|1323-00-8|172.515
NIL|1391|SANTALYL PHENYLACETATE|1323-75-7|172.515
EAF|3324|SARCODACTYLIS OIL|977185-29-7|
ASP|2693|SARSAPARILLA, EXTRACT (SMILAX SPP.)|977022-67-5|172.510
ASP|2694|SASSAFRAS BARK, EXTRACT (SAFROLE-FREE) (SASSAFRAS ALBIDUM (NUTT.) NEES)|977075-23-2|172.580
NIL|2695|SASSAFRAS LEAVES (SAFROLE-FREE) (SASSAFRAS ALBIDUM (NUTT.) NEES)|977088-38-2|172.510
ASP|2696|SAUSAGE CASING (HCL AND CELLULOSE FIBERS)|977187-34-0|
ASP|2697|SAVORY, SUMMER, OIL (SATUREJA HORTENSIS L.)|8016-68-0|182.20
EAF|2698|SAVORY, SUMMER, OLEORESIN (SATUREJA HORTENSIS L.)|977029-75-6|182.20
ASP|2699|SAVORY, SUMMER (SATUREJA HORTENSIS L.)|977051-98-1|182.10
NIL|2700|SAVORY, WINTER, OIL (SATUREJA MONTANA L.)|977029-74-5|182.20
NIL|2701|SAVORY, WINTER, OLEORESIN (SATUREJA MONTANA L.)|977029-76-7|182.20
ASP|2702|SAVORY, WINTER (SATUREJA MONTANA L.)|977051-99-2|182.10
ASP|2703|SCHINUS MOLLE, OIL (SCHINUS MOLLE L.)|68917-52-2|182.20
EAF|3894|(-)-SCLAREOL|515-03-7|
ASP|3015|SCLAREOLIDE|564-20-5|
EAF|3619|SCOTCH SPEARMINT OIL, MENTHA CARDIACA L.|91770-24-0|
ASP|0161|2-SEC-BUTYLCYCLOHEXANONE|14765-30-1|
ASP|0165|SEC-BUTYL ETHYL ETHER|2679-87-0|
EAF|2704|SENNA, ALEXANDRIA (CASSIA ACUTIFOLIA DELILE)|977083-19-4|172.510
ASP|1392|L-SERINE|56-45-1|172.320
NIL|2705|SERPENTARIA (ARISTOLOCHIA SERPENTARIA L.)|977002-55-3|172.510
ASP|2706|SESAME (SESAMUM INDICUM L.)|977052-01-9|182.10
EAF|3244|SHEANUT OIL|977159-94-6|184.1702
ASP|2707|SHELLAC, PURIFIED|9000-59-3|175.105,175.300,175.380,175.390,73.1
ASP|2708|SHELLAC WAX|97766-50-2|101.4
EAF|3219|SILICA AEROGEL|977052-02-0|182.1711
ASP|1393|SILICON DIOXIDE|7631-86-9|160.105,160.185,172.230,172.480,173.340,175.105,175.300,175.320,176.170,176.180,176.200,176.210,177.1200,177.2250,177.2420,177.2600,178.3297,182.90,73.1,73.575
NUL|2711|SILVER FIR, NEEDLES AND TWIGS, OIL (ABIES ALBA MILL.)|8021-27-0|172.510
NUL|2712|SILVER-SILVER DRAGEES|977187-35-1|
NIL|2713|SIMARUBA BARK (SIMARUBA AMARA AUBL.)|977029-60-9|172.510
ASP|1394|SKATOLE|83-34-1|172.515
ASP|2714|SLOE BERRIES, EXTRACT (PRUNUS SPINOSA L.)|90105-94-5|182.20
ASP|2715|SLOE BERRIES, EXTRACT SOLID (PRUNUS SPINOSA L.)|977029-61-0|182.20
ASP|2716|SLOE BERRIES (PRUNUS SPINOSA L.)|977052-03-1|
EAF|2717|SNAKEROOT, CANADIAN, OIL (ASARUM CANADENSE L.)|8016-69-1|172.510
ASP|2718|SODIUM ACETATE|977127-84-6|150.141,150.161,173.310,182.70,184.1721
ASP|2720|SODIUM ACID PYROPHOSPHATE|7758-16-9|133.169,133.173,133.179,137.180,161.190,182.1087
ASP|1395|SODIUM N-ALKYLBENZENESULFONATE|8046-53-5|173.315,175.105
NIL|2721|SODIUM ALUMINATE|1302-42-7|173.310,182.90
ASP|2722|SODIUM ALUMINUM PHOSPHATE, ACIDIC OR BASIC|7785-88-8|133.169,133.173,133.179,137.105,137.180,137.270,182.1781,182.90
ASP|2723|SODIUM ALUMINUM SILICATE|1344-00-9|160.105,160.185,182.2727
ASP|2724|SODIUM ASCORBATE|134-03-2|155.200,182.3731
ASP|2725|SODIUM BENZOATE|532-32-1|150.141,150.161,166.110,181.23,184.1733
ASP|2726|SODIUM BICARBONATE|144-55-8|137.180,137.270,155.191,163.110,163.111,163.112,173.385,178.1010,184.1736,73.85
ASP|2727|SODIUM BISULFITE|7631-90-5|161.173,173.310,177.1200,182.3739
NIL|2728|SODIUM BORATE|1330-43-4|
ASP|2729|SODIUM BOROHYDRIDE|16940-66-2|172.560
NIL|2730|SODIUM CALCIUM ALUMINOSILICATE, HYDRATED|1344-01-0|182.2729
NUL|2731|SODIUM CAPRATE|1002-62-6|172.863
NUL|2732|SODIUM CAPRYLATE|1984-06-1|172.863
ASP|2733|SODIUM CARBONATE|497-19-8|163.110,163.111,163.112,172.824,173.310,184.1742,73.85
ASP|2734|SODIUM CASEINATE|9005-46-3|135.110,135.140,182.1748
ASP|2735|SODIUM CHLORIDE|7647-14-5|100.155,101.22,101.61,131.111,131.112,131.160,131.162,131.170,133.106,133.113,133.121,133.123,133.124,133.127,133.129,133.133,133.136,133.138,133.141,133.147,133.150,133.153,133.155,133.156,133.162,133.165,133.169,133.173,133.179,133.181,133.182,133.183,133.184,133.186,133.187,133.188,133.189,133.190,133.195,136.110,137.180,139.110,139.150,145.110,145.130,150.110,155.120,155.130,155.190,155.191,155.194,155.200,155.201,155.3,156.145,156.3,158.170,161.130,161.145,161.170,161.173,161.190,163.111,163.112,163.113,163.123,163.130,166.110,168.130,168.140,168.160,168.180,169.115,169.140,169.150,172.177,172.430,172.490,172.840,172.861,182.1,182.70,182.90
ASP|2736|SODIUM CHLORITE|7758-19-2|172.892,173.325,175.105,186.1750
EAF|1587|SODIUM COPPER CHLOROPHYLLIN|28302-36-5|73.125
BAN|2738|SODIUM CYCLAMATE--PROHIBITED|139-05-9|100.130,189.135
NIL|1396|SODIUM DECYLBENZENESULFONATE|1322-98-1|172.210,175.300,176.170,177.1210,177.2600
ASP|2739|SODIUM DEHYDROACETATE|4418-26-2|172.130,175.105
ASP|2740|SODIUM DIACETATE|126-96-5|184.1754
ASP|1397|SODIUM DIMETHYLDITHIOCARBAMATE|128-04-1|173.320,175.105,176.300,177.2600
NIL|1398|SODIUM DODECYLBENZENESULFONATE|25155-30-0|173.315,175.300,175.320,175.365,177.1010,177.1200,177.1630,177.2600,177.2800,178.1010,178.3120
ASP|2742|SODIUM ERYTHORBATE|6381-77-7|155.200
ASP|1399|SODIUM 2-ETHYLHEXYL SULFATE|126-92-1|173.315,175.105,176.170
NUL|2743|SODIUM FERRICITROPYROPHOSPHATE|1332-96-3|
NUL|2744|SODIUM FERRITRIPOLYPHOSPHATE|977127-94-8|
NUL|2745|SODIUM FLUORIDE|7681-49-4|175.105,177.2800
NUL|2746|SODIUM FORMATE|141-53-7|175.105,186.1756
NUL|2747|SODIUM FUMARATE|7704-73-6|172.350,184.1307D
ASP|1400|SODIUM GLUCOHEPTONATE|31138-65-5|173.310,176.150
ASP|2748|SODIUM GLUCONATE|527-07-1|178.1010,182.6757
ASP|3220|SODIUM HEXAMETAPHOSPHATE|10124-56-8|173.310,182.6760,182.90
ASP|1401|SODIUM HUMATE|68131-04-4|173.310
ASP|2741|SODIUM HYDROSULFITE|7775-14-6|176.170,177.2800,182.90
ASP|2749|SODIUM HYDROXIDE|1310-73-2|155.191,155.194,163.110,163.111,163.112,172.560,172.814,172.892,173.310,176.170,176.180,176.210,177.1600,177.2800,184.1763,73.85
ASP|2750|SODIUM HYPOCHLORITE|7681-52-9|172.892,173.315,175.105,176.170,177.2800,178.1010
NUL|2751|SODIUM HYPOPHOSPHITE|7681-53-0|184.1764
ASP|2752|SODIUM LACTATE|72-17-3|184.1768
NUL|2753|SODIUM LAURATE|629-25-4|172.863
ASP|1402|SODIUM LAURYL SULFATE|151-21-3|172.210,172.822,175.105,175.300,175.320,176.170,176.180,176.210,177.1200,177.1210,177.1630,177.2600,177.2800,178.1010,178.3400,179.45
EAF|3325|SODIUM 3-MERCAPTOOXOPROPIONATE|10255-67-1|
ASP|2754|SODIUM METABISULFITE|7681-57-4|173.310,182.3766
ASP|2755|SODIUM METAPHOSPHATE|50813-16-6|133.169,133.173,133.179,150.141,150.161,169.115,172.892,173.310,182.6769
ASP|2756|SODIUM METASILICATE|6834-92-0|173.310,184.1769A
EAF|3395|SODIUM (4-METHOXYBENZOYLOXY)ACETATE|17114-82-8|
EAF|3059|SODIUM 3-METHOXY-4-HYDROXYCINNAMATE|24276-84-4|
NUL|2992|SODIUM 2-(4-METHOXYPHENOXY)PROPANOATE|150436-68-3|
ASP|1404|SODIUM METHYL SULFATE|512-42-5|173.385
ASP|1405|SODIUM MONO- AND DIMETHYL NAPHTHALENE SULFONATES|977052-10-0|172.824,173.315
NUL|2757|SODIUM MYRISTATE|822-12-8|172.863
ASP|2758|SODIUM NITRATE|7631-99-4|172.170,172.175,173.310,175.105,176.180,176.320,181.33,181.34
ASP|2759|SODIUM NITRITE|7632-00-0|172.170,172.175,172.177,172.820,172.824,175.105,175.300,176.170,176.180,177.1210,177.2600,178.3570,178.3910,181.33,181.34,573.700
NUL|2760|SODIUM OLEATE|143-19-1|172.863,175.300,186.1770
NUL|2761|SODIUM PALMITATE|408-35-5|172.863,186.1771
NUL|2762|SODIUM PANTOTHENATE|867-81-2|
NUL|2763|SODIUM PECTINATE|9005-59-8|184.1588
ASP|2764|SODIUM PHOSPHATE, DIBASIC|7558-79-4|133.169,133.173,133.179,135.110,137.305,139.110,150.141,150.161,173.310,175.210,175.300,181.29,182.1778,182.6290,182.6778,182.8778,73.85
ASP|2765|SODIUM PHOSPHATE, MONOBASIC|7558-80-7|133.169,133.173,133.179,150.141,150.161,160.110,172.892,173.310,178.1010,182.1778,182.6085,182.6778,182.8778,73.85
ASP|2766|SODIUM PHOSPHATE, TRIBASIC|7601-54-9|133.169,133.173,133.179,150.141,150.161,173.310,178.1010,182.1778,182.6778,73.85
ASP|1406|SODIUM POLYMETHACRYLATE|54193-36-1|173.310,175.105,176.170
NUL|2767|SODIUM POTASSIUM TARTRATE|304-59-6|133.169,133.173,133.179,150.141,150.161,184.1804
ASP|2768|SODIUM PROPIONATE|137-40-6|133.123,133.124,133.169,133.173,133.179,150.141,150.161,179.45,180.23,184.1784
ASP|2769|SODIUM PYROPHOSPHATE|7722-88-5|133.169,133.173,133.179,173.310,175.210,175.300,181.29,182.6787,182.6789,182.70
ASP|2770|SODIUM SALTS OF FATTY ACIDS|977038-15-5|172.863,175.105,177.2600,178.3910
ASP|2771|SODIUM SESQUICARBONATE|533-96-0|184.1792
ASP|2772|SODIUM SILICATE|1344-09-8|173.310,175.390,176.170,177.1200,182.70,182.90
ASP|2773|SODIUM SORBATE|7757-81-5|133.118,133.121,133.123,133.124,133.169,133.173,133.179,133.187,133.188,150.141,150.161,166.110,182.3795,182.90
ASP|2774|SODIUM STEARATE|822-16-2|172.615,172.863,175.300,177.2600,179.45,181.29
ASP|1407|SODIUM STEAROYL-2-LACTYLATE|25383-99-7|172.846,177.1200
ASP|1408|SODIUM STEARYL FUMARATE|4070-80-8|172.826
ASP|1409|SODIUM SULFATE|7727-73-3|172.615,173.310,177.1200,186.1797,73.85
NUL|1410|SODIUM SULFIDE|1313-82-2|172.615,177.2490,177.2600
ASP|2775|SODIUM SULFITE|7757-83-7|173.310,177.1200,182.3798,73.85
NUL|2776|SODIUM TARTRATE|868-18-8|133.169,133.173,133.179,150.141,150.161,184.1801
NUL|2777|SODIUM TAUROCHOLATE|145-42-6|
ASP|2778|SODIUM THIOSULFATE|10102-17-7|184.1807
ASP|2779|SODIUM TRIPOLYPHOSPHATE|7758-29-4|172.892,173.310,182.1810,182.6810,182.90,74.302
NUL|2780|SODIUM ZINC METASILICATE|90268-03-4|
ASP|2781|SORBIC ACID|110-44-1|133.118,133.123,133.124,133.169,133.173,133.179,133.187,133.188,150.141,150.161,166.110,172.872,177.2260,181.23,182.3089
ASP|1411|SORBITAN MONOOLEATE|1338-43-8|173.75,175.105,178.3400,73.1001
ASP|1412|SORBITAN MONOSTEARATE|1338-41-6|172.515,172.836,172.838,172.840,172.842,173.310,173.340,175.105,178.3400,573.960,73.1001
ASP|2782|D-SORBITOL|50-70-4|100.130,101.80,101.9,175.300,175.320,176.180,176.210,177.1390,177.2420,182.90,184.1835
NUL|2783|SORBOSE|87-79-6|186.1839
ASP|1413|SOYA BEAN OIL FATTY ACIDS, HYDROXYLATED|977038-88-2|173.340
NUL|2784|SOYA FATTY ACID AMINE, ETHOXYLATED|61791-24-0|
EAF|3043|SOYBEAN OIL, EPOXIDIZED|8013-07-8|172.723,175.105,175.300,177.1650,178.3910,181.27
ASP|2787|SOYBEAN OIL, HYDROGENATED|8016-70-4|176.180,176.210,177.2800,182.70
ASP|2788|SOY PROTEIN CONCENTRATE, ENZYME ACTIVATED|977187-36-2|
ASP|2789|SOY PROTEIN, ISOLATE|977076-84-8|166.110,176.180,182.90
ASP|2790|SPEARMINT, EXTRACT (MENTHA SPICATA L.)|84696-51-5|182.20
ASP|2791|SPEARMINT (MENTHA SPICATA L.)|977002-61-1|182.10
ASP|2792|SPEARMINT, OIL (MENTHA SPICATA L.)|8008-79-5|172.230,182.20
NIL|1414|SPERM OIL|8002-24-2|172.210,175.105,175.300,176.180,176.210,177.2800
NUL|1415|SPERM OIL, HYDROGENATED|8016-73-7|173.275,176.180,176.210,177.2800
EAF|2793|SPIKENARD EXTRACT|977071-52-5|
ASP|0395|SPIRO(2,4-DITHIA-1-METHYL-8-OXABICYCLO(3.3.0)OCTANE-3,3'-(1'-OXA-2'-METHYL)CYCLOPENTANE)|38325-25-6|
NUL|2794|SPRUCE NEEDLES AND TWIGS, EXTRACT (PICEA SPP.)|977062-73-9|172.510
ASP|2795|SPRUCE NEEDLES AND TWIGS, OIL (PICEA SPP.)|8008-80-8|172.510
EAF|4073|(2S,5R)-N-[4-(2-AMINO-2-OXOETHYL)PHENYL]-5-METHYL-2-(PROPAN-2-YL)CYCLOHEXANECARBOXAMIDE|1119711-29-3|
NUL|2796|STANNIC CHLORIDE|7646-78-8|
ASP|2797|STANNOUS CHLORIDE|7772-99-8|155.200,172.180,175.300,177.2600,184.1845
ASP|2798|STARCH, ACID MODIFIED|65996-63-6|172.892,182.90
NUL|2967|STARCH, ALPHA-AMYLASE MODIFIED|977162-55-2|172.892
ASP|2799|STARCH, BLEACHED|977075-42-5|172.892
ASP|2800|STARCH, FOOD, MODIFIED|977052-18-8|155.130,169.150,169.179,172.892,175.105
ASP|1416|STARCH, FOOD, MODIFIED:  ACETYLATED DISTARCH ADIPATE|63798-35-6|172.892,175.105
NIL|1417|STARCH, FOOD, MODIFIED:  ACETYLATED DISTARCH GLYCEROL|53123-84-5|175.105
EAF|3084|STARCH, FOOD, MODIFIED: ACETYLATED DISTARCH OXYPROPANOL|977120-10-7|172.892,175.105
ASP|1418|STARCH, FOOD, MODIFIED:  ACETYLATED DISTARCH PHOSPHATE|68130-14-3|172.892,175.105
EAF|3367|STARCH, FOOD, MODIFIED: BETA-AMYLASE MODIFIED STARCH|977186-01-8|172.892,175.105
EAF|3085|STARCH, FOOD, MODIFIED: BETA-AMYLASE SODIUM STARCH OCTENYLSUCCINATE|977164-78-5|172.892,175.105
NIL|1419|STARCH, FOOD, MODIFIED:  DISTARCH GLYCEROL|58944-89-1|175.105
NIL|1420|STARCH, FOOD, MODIFIED:  DISTARCH OXYPROPANOL|977043-57-4|175.105
ASP|1421|STARCH, FOOD, MODIFIED:  DISTARCH PHOSPHATE (FROM PHOSPHORUS OXYCHLORIDE)|977088-75-7|172.892,175.105
ASP|1422|STARCH, FOOD, MODIFIED:  DISTARCH PHOSPHATE (FROM SODIUM TRIMETAPHOSPHATE)|977088-74-6|172.892,175.105
EAF|3368|STARCH, FOOD, MODIFIED:GLUCOAMYLASE MODIFIED STARCH|977186-02-9|172.892,175.105
NIL|1424|STARCH, FOOD, MODIFIED:  HYDROXYPROPYL DISTARCH GLYCEROL|59419-60-2|175.105
ASP|1423|STARCH, FOOD, MODIFIED:  HYDROXYPROPYL DISTARCH PHOSPHATE|53124-00-8|172.892,175.105
ASP|1425|STARCH, FOOD, MODIFIED:  HYDROXYPROPYL STARCH|9049-76-7|172.892,175.105
EAF|3369|STARCH, FOOD, MODIFIED: ISOAMYLASE MODIFIED STARCH|977186-03-0|172.892,175.105
ASP|1426|STARCH, FOOD, MODIFIED:  OXIDIZED HYDROXYPROPYL STARCH|68412-86-2|172.892,175.105
ASP|1427|STARCH, FOOD, MODIFIED:  OXIDIZED STARCHES|65996-62-5|172.892,175.105
ASP|1428|STARCH, FOOD, MODIFIED:  PHOSPHATED DISTARCH PHOSPHATE|977043-58-5|172.892,175.105
EAF|3370|STARCH, FOOD, MODIFIED: PULLULANASE MODIFIED STARCH|977186-04-1|172.892,175.105
ASP|1429|STARCH, FOOD, MODIFIED:  STARCH ACETATE|9045-28-7|172.892,175.105
ASP|1430|STARCH, FOOD, MODIFIED:  STARCH ALUMINUM OCTENYL SUCCINATE|9087-61-0|172.892,175.105
ASP|1431|STARCH, FOOD, MODIFIED:  STARCH PHOSPHATE|11120-02-8|172.892,175.105
ASP|1432|STARCH, FOOD, MODIFIED:  STARCH SODIUM OCTENYL SUCCINATE|66829-29-6|172.892,175.105
ASP|1433|STARCH, FOOD, MODIFIED:  STARCH SODIUM SUCCINATE|37231-92-8|172.892,175.105
NIL|1434|STARCH, FOOD, MODIFIED:  SUCCINYL DISTARCH GLYCEROL|977043-59-6|175.105
ASP|1435|STARCH, PREGELATINIZED|977050-93-3|175.105,182.90
ASP|2801|STARCH, UNMODIFIED|9005-25-8|137.105,155.130,169.150,169.179,175.105,178.1010,182.90
ASP|1436|STEARIC ACID|57-11-4|172.210,172.615,172.860,173.340,175.105,175.300,184.1090
ASP|1437|STEARYL ALCOHOL|112-92-5|172.755,172.864,175.300,176.180,176.200,176.210,177.1200,177.1390,178.3480
NUL|2802|STEARYL ALCOHOL, PLUS BEESWAX|977187-37-3|
ASP|2803|STEARYL CITRATE|1337-33-3|166.110,184.1851
ASP|1438|STEARYL MONOGLYCERIDYL CITRATE|55840-13-6|172.755
EAF|3393|S-(TETRAHYDRO-2,5-DIMETHYL-3-FURANYL) ETHANETHIOATE|252736-39-3|
NIL|2804|ST. JOHNSWORT LEAVES, FLOWERS AND CAULIS (HYPERICUM PERFORATUML.)|977092-96-8|172.510
ASP|2805|STORAX EXTRACT (LIQUIDAMBAR SPP.)|977029-80-3|172.510
ASP|2806|STORAX (LIQUIDAMBAR SPP.)|8046-19-3|172.510
EAF|2807|STORAX OIL|8024-01-9|172.510
ASP|1439|STYRENE|100-42-5|172.515,173.20,173.25,175.105,175.300,175.320,175.380,175.390,176.170,176.180,177.1010,177.1020,177.1030,177.1040,177.1050,177.1210,177.1630,177.1640,177.1810,177.1820,177.1830,177.2260,177.2420,177.2600,177.2710,177.2800,178.3790
NUL|2809|STYRENE-DIVINYLBENZENE-ACRYLONITRILE, SULFONATED TERPOLYMER|68442-37-5|173.25,173.25(A)(11)
NUL|2810|STYRENE-DIVINYLBENZENE COPOLYMER, CHLOROMETHYLATED, AMINATED, OXIDIZED|977089-33-0|173.25,173.25(A)(17)
NUL|2811|STYRENE-DIVINYLBENZENE-METHYL ACRYLATE, SULFONATED TERPOLYMER|977089-35-2|173.25,173.25(A)(11)
NUL|2812|STYRENE, DIVINYLBENZENE, SULFONATED COPOLYMER|68037-26-3|173.25,173.25(A)(1)
NIL|2813|STYRENE-DVB-ACRYLONITRILE-METHYL ACRYLATE, SULFONATED TETRAPOLYMER|977086-88-6|173.25,173.25(A)(15)
ASP|2814|SUCCINIC ACID|110-15-6|172.861,184.1091
NIL|2815|SUCCINIC ANHYDRIDE|108-30-5|172.892,175.300,175.380,175.390,176.170,177.1210
NUL|1440|SUCCINYLATED GELATIN|68915-24-2|172.230
ASP|1441|SUCCINYLATED MONOGLYCERIDES|977009-45-2|172.830
NIL|1442|SUCCISTEARIN|27216-62-2|172.765
ASP|3241|SUCRALOSE|56038-13-2|172.831
ASP|2816|SUCROSE|57-50-1|100.130,101.4,101.80,101.9,131.112,131.170,131.200,131.203,131.206,133.124,133.178,133.179,145.134,145.180,145.3,146.140,146.141,146.145,146.146,146.3,150.160,155.170,155.200,169.175,169.179,172.810,172.816,172.859,172.861,172.880,172.884,173.145,184.1854,73.85
ASP|2817|SUCROSE ACETATE ISOBUTYRATE|126-13-6|172.833,175.105
ASP|1579|SUCROSE FATTY ACID ESTERS|977019-37-6|172.859
ASP|2819|SUCROSE LIQUID|977143-79-5|
EAF|4097|SUCROSE MONOPALMITATE|26446-38-8|
ASP|1443|SUCROSE OCTAACETATE|126-14-7|172.515,175.105
EAF|3480|SUCROSE OLIGOESTERS|977186-60-9|172.869
EAF|3626|SUGAR BEET JUICE EXTRACT|977187-63-5|
ASP|1444|SUGAR BEET EXTRACT FLAVOR BASE|8016-79-3|172.585
ASP|2822|SULFAMIC ACID|5329-14-6|186.1093
ASP|2823|SULFITES, STRONG ALKALI|977187-38-4|
ASP|1608|SULFITING AGENTS|977116-60-1|130.9,182.3616,182.3637,182.3739,182.3766,182.3798,182.3862
EAF|3031|SULFOPROPYL CELLULOSE|37325-18-1|173.25
ASP|2824|SULFUR DIOXIDE|7446-09-5|172.892,182.3862,73.170
ASP|2825|SULFURIC ACID|7664-93-9|172.560,172.892,173.385,176.170,176.180,176.210,177.2800,178.1010,179.45,184.1095,73.85
EAF|3075|SULFUROUS ACID|7782-99-2|73.85
EAF|4101|SWEET BLACKBERRY LEAVES EXTRACT|977188-78-5|
NUL|2826|TAGETES MEAL & EXTRACT|977010-56-2|73.295
ASP|2827|TAGETES, OIL (TAGETES SPP.)|8016-84-0|172.510
ASP|2828|TALC|14807-96-6|175.300,175.380,175.390,176.170,177.1210,177.1350,177.1460,178.3297,182.70,182.90,73.1550
ASP|1445|TALLOW ALCOHOL, HYDROGENATED|8030-11-3|173.340,175.105,176.170,176.180,176.210,177.2800
ASP|2830|TALLOW, BEEF|61789-97-7|176.170,176.210,177.2800,182.70
EAF|3222|TALLOW FLAKES|977163-79-3|182.70
ASP|2831|TALLOW, HYDROGENATED|8030-12-4|176.170,176.180,176.210,177.2800,182.70
NIL|1446|TALLOW, HYDROGENATED, OXIDIZED OR SULFATED|977043-64-3|173.340,177.2800
ASP|2832|TAMARIND EXTRACT (TAMARINDUS INDICA L.)|84961-62-6|182.20
ASP|2833|TAMARINDS|977052-30-4|
ASP|2834|TANGERINE, ESSENCE|977029-78-9|182.20
ASP|3223|TANGERINE, EXTRACT (CITRUS RETICULATA BLANCO)|90063-83-5|182.20
ASP|2835|TANGERINE, OIL (CITRUS RETICULATA BLANCO)|8016-85-1|182.20
ASP|2836|TANNIC ACID|1401-55-4|173.310,184.1097
NUL|2837|TANSY, OIL (TANACETUM VULGARA L.)|8016-87-3|172.510
NIL|2838|TANSY (TANACETUM VULGARA L.)|977032-44-2|172.510
ASP|3023|TAPIOCA STARCH|977002-81-5|182.70
ASP|2839|TARRAGON (ARTEMISIA DRACUNCULUS L.)|977052-32-6|101.22,182.10
NUL|2840|TARRAGON EXTRACT (ARTEMISIA DRACUNCULUS L.)|977029-81-4|182.20
ASP|2841|TARRAGON OIL (ARTEMISIA DRACUNCULUS L.)|8016-88-4|182.20
ASP|1617|TARTARIC ACID, L|87-69-4|150.141,150.161,163.110,163.111,163.112,184.1099
ASP|2966|TAURINE|107-35-7|
NUL|2842|TAUROCHOLIC ACID|81-24-3|
ASP|2843|TEA EXTRACT (THEA SINENSIS L.)|84650-60-2|182.20
ASP|2844|TEA TREE OIL (MELALEUCA ALTERNIFOLIA)|68647-73-4|
ASP|1447|TERPENE RESIN|9003-74-1|172.280,175.105,175.125,175.320,177.1200,177.2600,178.3930
ASP|2845|TERPENE RESINS, NATURAL|977092-25-3|172.280,172.615,175.105,177.1200,73.1
ASP|2846|TERPENE RESINS, SYNTHETIC|977092-26-4|172.615,175.105,177.1200,73.1
ASP|1448|ALPHA-TERPINENE|99-86-5|172.515
ASP|1449|GAMMA-TERPINENE|99-85-4|172.515
ASP|1450|ALPHA-TERPINEOL|98-55-5|172.515,178.1010
ASP|1451|BETA-TERPINEOL|138-87-4|172.515
ASP|1452|TERPINOLENE|586-62-9|172.515
ASP|1453|TERPINYL ACETATE|80-26-2|172.515
ASP|1454|ALPHA-TERPINYL ANTHRANILATE|14481-52-8|172.515
ASP|1455|TERPINYL BUTYRATE|2153-28-8|172.515
ASP|1456|TERPINYL CINNAMATE|10024-56-3|172.515
ASP|1457|TERPINYL FORMATE|2153-26-6|172.515
ASP|1458|TERPINYL ISOBUTYRATE|7774-65-4|172.515
NIL|1459|TERPINYL ISOVALERATE|1142-85-4|172.515
ASP|1460|TERPINYL PROPIONATE|80-27-3|172.515
ASP|0170|TERT-BUTYLHYDROQUINONE|1948-33-0|172.185,177.2420
NUL|1198|2-TERT-PENTYLCYCLOHEXYL ACETATE|67874-72-0|
ASP|1461|DELTA-TETRADECALACTONE|2721-22-4|
EAF|3477|(Z)-8-TETRADECENAL|169054-69-7|
EAF|3608|TETRADEC-2-ENAL|64461-99-0|
EAF|3840|9-TETRADECEN-5-OLIDE|15456-70-9|
NUL|2847|TETRAETHYLENEPENTAMINE CROSSLINKED WITH EPICHLOROHYDRIN|26658-42-4|173.25,173.25(A)(6)
EAF|3700|1,1'-(TETRAHYDRO-6A-HYDROXY-2,3A,5-TRIMETHYLFURO[2,3-D]-1,3-DIOXOLE-2,5-DIYL)BIS-ETHANONE|18114-49-3|
NIL|2848|1,2,5,6-TETRAHYDROCUMINIC ACID|56424-87-4|
ASP|1462|4,5,6,7-TETRAHYDRO-3,6-DIMETHYLBENZOFURAN|494-90-6|
ASP|1463|TETRAHYDROFURFURYL ACETATE|637-64-9|172.515
ASP|1464|TETRAHYDROFURFURYL ALCOHOL|97-99-4|172.515,175.105,176.180,176.210
ASP|1465|TETRAHYDROFURFURYL BUTYRATE|2217-33-6|172.515
ASP|1466|TETRAHYDROFURFURYL CINNAMATE|65505-25-1|
EAF|3927|2-TETRAHYDROFURFURYL 2-MERCAPTOPROPIONATE|99253-91-5|
ASP|1467|TETRAHYDROFURFURYL PROPIONATE|637-65-0|172.515
ASP|1469|TETRAHYDROLINALOOL|78-69-3|172.515
ASP|1470|TETRAHYDRO-4-METHYL-2-(2-METHYLPROPEN-1-YL)PYRAN|16409-43-1|
ASP|1468|TETRAHYDRO-PSEUDO-IONONE|4433-36-7|172.515
ASP|1471|5,6,7,8-TETRAHYDROQUINOXALINE|34413-35-9|
EAF|3913|2,2,6,7-TETRAMETHYLBICYCLO[4.3.0]NONA-4,9(1)-DIEN-8-OL|97866-86-9|
EAF|3914|2,2,6,7-TETRAMETHYLBICYCLO[4.3.0]NONA-4,9(1)-DIEN-8-ONE|97844-16-1|
