Doc Type|Doc No.|Mainterm|CAS RN or Other Code|Regnum
EAF|4010|ETHYLENE GLYCOL MONOPHENYL ETHER|122-99-6|
ASP|2061|ETHYLENE OXIDE|75-21-8|172.710,172.808,175.105,176.180,176.210,177.2470,178.3520
NIL|0447|ETHYLENE OXIDE POLYMER|9002-90-8|172.770
NUL|0448|ETHYLENE OXIDE POLYMER, ALKYL ADDUCT|977047-83-8|173.315
NUL|2062|ETHYLENE OXIDE POLYMER, ALKYL ADDUCT, PHOSPHATE ESTER|977092-23-1|173.315
NUL|2067|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 9,760 - 13,200)|977057-91-2|
NUL|2068|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (MIN AVG M W 1,900)|977057-63-8|178.1010
NUL|2066|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 14,000)|977057-87-6|
ASP|0449|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER|9003-11-6|172.808,173.340,176.210,177.1210,177.1680,178.1010,178.3570
NUL|2065|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER (AVG M W 3,500-4,125)|977057-83-2|172.810
NUL|2063|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER, ALKYL ADDUCT|977083-02-5|173.315
NUL|2064|ETHYLENE OXIDE/PROPYLENE OXIDE COPOLYMER, ALKYL ADDUCT, PHOSPHATE ESTER|977083-03-6|173.315
ASP|3062|ETHYL ESTERS OF FATTY ACIDS (EDIBLE)|977077-55-6|172.225
ASP|0450|ETHYL N-ETHYLANTHRANILATE|38446-21-8|
EAF|3740|ETHYL 2-ETHYLBUTYRATE|2983-38-2|
EAF|3741|ETHYL 2-ETHYLHEXANOATE|2983-37-1|
EAF|4043|ETHYL ALPHA-ETHYL-BETA-METHYL-BETA-PHENYLGLYCIDATE|56630-76-3|
ASP|0451|ETHYL 2-ETHYL-3-PHENYLPROPANOATE|2983-36-0|
EAF|3964|ETHYL 3-(ETHYLTHIO)BUTYRATE|90201-28-8|
ASP|2069|ETHYL FORMATE|109-94-4|184.1295
ASP|0452|2-ETHYLFURAN|3208-16-0|172.515
ASP|0453|ETHYL 2-FURANPROPIONATE|10031-90-0|172.515
EAF|3521|ETHYL FURFURYL ETHER|6270-56-0|
EAF|2070|ETHYL 3-(FURFURYLTHIO) PROPIONATE|94278-27-0|
EAF|3933|ETHYL 3-(2-FURYL)ACRYLATE|53282-12-5|
ASP|0454|4-ETHYLGUAIACOL|2785-89-9|172.515
ASP|0455|ETHYL HEPTANOATE|106-30-9|172.515
ASP|0456|2-ETHYL-2-HEPTENAL|10031-88-6|172.515
EAF|3378|ETHYL 4-HEPTENOATE, CIS-|39924-27-1|
EAF|3338|2-ETHYLHEXANETHIOL|7341-17-5|
ASP|0457|ETHYL HEXANOATE|123-66-0|172.515
ASP|0458|2-ETHYL-1-HEXANOL|104-76-7|176.180,176.210,177.1200
EAF|4003|2-ETHYL-2-HEXENAL|645-62-5|
EAF|3519|ETHYL CIS-3-HEXENOATE|64187-83-3|
EAF|3380|ETHYL 5-HEXENOATE|54653-25-7|
ASP|0460|ETHYL 3-HEXENOATE|2396-83-0|
ASP|0459|ETHYL 2-HEXENOATE|1552-67-6|
EAF|4020|2-ETHYLHEXYL BENZOATE|5444-75-7|
EAF|3980|2-ETHYLHEXYL 3-MERCAPTOPROPIONATE|50448-95-8|
NIL|2072|1-ETHYLHEXYL TIGLATE|94133-92-3|
ASP|0461|ETHYL 3-HYDROXYBUTYRATE|5405-41-4|
ASP|0462|3-ETHYL-2-HYDROXY-2-CYCLOPENTEN-1-ONE|21835-01-8|
EAF|3836|ETHYL 5-HYDROXYDECANOATE|75587-06-3|
EAF|3954|ETHYL 2-HYDROXYETHYL SULFIDE|110-77-0|
ASP|0463|ETHYL 3-HYDROXYHEXANOATE|2305-25-1|
EAF|3665|(+/-)-ETHYL 2-HYDROXY-2-METHYLBUTYRATE|77-70-3|
ASP|0464|3-ETHYL-2-HYDROXY-4-METHYLCYCLOPENT-2-EN-1-ONE|42348-12-9|
ASP|0465|5-ETHYL-2-HYDROXY-3-METHYLCYCLOPENT-2-EN-1-ONE|53263-58-4|
ASP|0467|5-ETHYL-3-HYDROXY-4-METHYL-2(5H)-FURANONE|698-10-2|
ASP|0466|2-ETHYL-4-HYDROXY-5-METHYL-3(2H)-FURANONE|27538-10-9|
EAF|3666|(+/-)-ETHYL 2-HYDROXY-3-METHYLVALERATE|24323-38-4|
EAF|3845|ETHYL 3-HYDROXYOCTANOATE|7367-90-0|
EAF|4001|ETHYL 5-HYDROXYOCTANOATE|75587-05-2|
EAF|3989|ETHYL 2-HYDROXY-3-PHENYLPROPIONATE|15399-05-0|
ASP|0468|ETHYL ISOBUTYRATE|97-62-1|172.515
ASP|0469|N-ETHYL-2-ISOPROPYL-5-METHYLCYCLOHEXANE CARBOXAMIDE|39711-79-0|
EAF|3813|ETHYL ISOTHIOCYANATE|542-85-8|
ASP|0470|ETHYL ISOVALERATE|108-64-5|172.515
ASP|0471|ETHYL LACTATE|97-64-3|172.515,175.105
ASP|0472|ETHYL LAURATE|106-33-2|172.515
ASP|0473|ETHYL LEVULINATE|539-88-8|172.515
EAF|3871|ETHYL LEVULINATE PROPYLENEGLYCOL KETAL|5413-49-0|
EAF|3983|ETHYL LINALYL ETHER|72845-33-1|
ASP|0474|ETHYL MALTOL|4940-11-8|172.515
EAF|3926|ETHYL MALTOL ISOBUTYRATE|852997-28-5|
EAF|3376|ETHYL 3-MERCAPTOBUTYRATE|156472-94-5|
EAF|3786|(+-)-ETHYL 3-MERCAPTO-2-METHYLBUTANOATE|888021-82-7|
EAF|4098|ETHYL 2-MERCAPTO-2-METHYLPROPIONATE|33441-50-8|
EAF|2073|ETHYL 3-MERCAPTOPROPIONATE|5466-06-8|
ASP|0475|ETHYL 2-MERCAPTOPROPIONATE|19788-49-9|
EAF|3522|ETHYL N-METHYLANTHRANILATE|35472-56-1|
ASP|0476|ETHYL 2-METHYLBUTYRATE|7452-79-1|172.515
EAF|3451|ETHYL METHYL DISULFIDE|20333-39-5|
EAF|2074|ETHYL 2-METHYL-3,4-PENTADIENOATE|60523-21-9|
EAF|3739|ETHYL 4-METHYLPENTANOATE|25415-67-2|
EAF|2075|ETHYL 3-METHYLPENTANOATE|5870-68-8|
ASP|0477|ETHYL 2-METHYLPENTANOATE|39255-32-8|
ASP|0478|ETHYL 2-METHYL-3-PENTENOATE|1617-23-8|
ASP|0479|ETHYL 2-METHYL-4-PENTENOATE|53399-81-8|
ASP|0482|3-ETHYL-2-METHYLPYRAZINE|15707-23-0|
EAF|3215|2-ETHYL-6-METHYLPYRAZINE|13925-03-6|
ASP|0481|2-ETHYL-5-METHYLPYRAZINE|13360-64-0|
ASP|0483|5-ETHYL-2-METHYLPYRIDINE|104-90-5|
EAF|3782|5-ETHYL-2-METHYLTHIAZOLE|19961-52-5|
EAF|2076|2-ETHYL-4-METHYLTHIAZOLE|15679-12-6|
NIL|2077|ETHYL 4-(METHYLTHIO) BUTYRATE|22014-48-8|
EAF|3955|ETHYL 3-(METHYLTHIO)-CIS-2-PROPENOATE|136115-66-7|
EAF|3957|ETHYL 3-(METHYLTHIO)-2-PROPENOATE|77105-51-2|
ASP|0484|ETHYL 3-METHYLTHIOPROPIONATE|13327-56-5|
EAF|4021|2-ETHYL-3-METHYLTHIOPYRAZINE|72987-62-3|
EAF|3956|ETHYL 3-(METHYLTHIO)-TRANS-2-PROPENOATE|136115-65-6|
EAF|3379|ETHYL 5-(METHYLTHIO)VALERATE|233665-98-0|
ASP|0485|ETHYL METHYL-P-TOLYLGLYCIDATE|74367-97-8|
ASP|0486|2-ETHYL-(3 OR 5 OR 6)-MOP(85%) AND 2-METHYL-(3 OR 5 OR 6)-MOP(13%)|977044-47-5|
ASP|0487|ETHYL MYRISTATE|124-06-1|172.515
ASP|0488|ETHYL NITRITE|109-95-5|172.515
EAF|3520|N-ETHYL TRANS-2-CIS-6-NONADIENAMIDE|608514-56-3|
ASP|0489|ETHYL NONANOATE|123-29-5|172.515
ASP|0490|ETHYL 2-NONYNOATE|10031-92-2|172.515
ASP|0491|ETHYL OCTADECANOATE|111-61-5|
EAF|2078|ETHYL CIS-4,7-OCTADIENOATE|69925-33-3|
EAF|3523|(+/-)-4-ETHYLOCTANAL|58475-04-0|
ASP|0492|ETHYL OCTANOATE|106-32-1|172.515
EAF|3047|4-ETHYLOCTANOIC ACID|16493-80-4|
ASP|0493|ETHYL CIS-4-OCTENOATE|34495-71-1|
EAF|3757|ETHYL 3-OCTENOATE|1117-65-3|
EAF|0494|ETHYL TRANS-2-OCTENOATE|7367-82-0|
ASP|0495|ETHYL OLEATE|111-62-6|172.515
ASP|0439|2-ETHYL-3,(5 OR 6)-DIMETHYLPYRAZINE|27043-05-6|
EAF|3849|ETHYL 5-OXODECANOATE|93919-00-7|
NIL|2079|ETHYL 3-OXOHEXANOATE|3249-68-1|
ASP|0496|ETHYL PALMITATE|628-97-7|
EAF|3756|ETHYL 4-PENTENOATE|1968-40-7|
ASP|0497|P-ETHYLPHENOL|123-07-9|
ASP|0498|ETHYL PHENYLACETATE|101-97-3|172.515
ASP|0499|ETHYL 4-PHENYLBUTYRATE|10031-93-3|172.515
ASP|0500|ETHYL 3-PHENYLGLYCIDATE|121-39-1|172.515
ASP|0501|ETHYL 3-PHENYLPROPIONATE|2021-28-5|172.515
ASP|0502|ETHYL PROPIONATE|105-37-3|172.515
EAF|3339|ETHYL 2-(METHYLDITHIO)PROPIONATE|23747-43-5|
EAF|3452|ETHYL PROPYL DISULFIDE|30453-31-7|
EAF|3453|ETHYL PROPYL TRISULFIDE|31499-70-4|
ASP|0503|2-ETHYLPYRAZINE|13925-00-3|
ASP|0504|3-ETHYLPYRIDINE|536-78-7|
EAF|3713|1-ETHYL-2-PYRROLECARBOXALDEHYDE|2167-14-8|
ASP|0505|ETHYL PYRUVATE|617-35-6|172.515
ASP|0506|ETHYL SALICYLATE|118-61-6|172.515
ASP|0507|ETHYL SORBATE|2396-84-1|172.515
ASP|0508|ETHYL THIOACETATE|625-60-5|
EAF|3679|(+/-)-3-(ETHYLTHIO)BUTANOL|117013-33-9|
ASP|0509|2-ETHYLTHIOPHENOL|4500-58-7|
ASP|0510|ETHYL TIGLATE|5837-78-5|172.515
EAF|2071|ETHYL TRANS-2-HEXENOATE|27829-72-7|
EAF|3687|ETHYL TRANS-2-METHYL-2-PENTENOATE|1617-40-9|
ASP|0512|2-ETHYL-1,3,3-TRIMETHYL-2-NORBORNANOL|18368-91-7|
ASP|0513|ETHYL UNDECANOATE|627-90-7|172.515
ASP|0514|ETHYL 10-UNDECENOATE|692-86-4|172.515
ASP|0515|ETHYL VALERATE|539-82-2|172.515
ASP|0516|ETHYL VANILLIN|121-32-4|182.60,182.90
EAF|3048|ETHYL VANILLIN BETA-D-GLUCOPYRANOSIDE|122397-96-0|
EAF|3265|ETHYL VANILLIN ISOBUTYRATE|188417-26-7|
EAF|3266|ETHYL VANILLIN PROPYLENE GLYCOL ACETAL|68527-76-4|
ASP|0517|EUCALYPTOL|470-82-6|172.515
ASP|2081|EUCALYPTUS, OIL (EUCALYPTUS GLOBULUS LABILLE)|8000-48-4|172.510
ASP|0518|EUGENOL|97-53-0|177.2800,184.1257
ASP|0519|EUGENYL ACETATE|93-28-7|172.515
ASP|0520|EUGENYL BENZOATE|531-26-0|172.515
ASP|0521|EUGENYL FORMATE|10031-96-6|172.515
EAF|3524|EUGENYL ISOVALERATE|61114-24-7|
ASP|0522|EUGENYL METHYL ETHER|93-15-2|172.515
NIL|4058|(2E,6Z,8E)-N-(2-METHYLPROPYL)-2,6,8-DECATRIENAMIDE|25394-57-4|
EAF|3381|FARNESAL|19317-11-4|
EAF|3267|FARNESENE|502-61-4|
ASP|0523|FARNESOL|4602-84-0|172.515
EAF|3329|FATTY ACIDS|67254-79-9|172.210,172.340,172.822,172.860,175.105,177.2420,177.2600
EAF|3094|FATTY ALCOHOLS, SYNTHETIC|977096-86-8|172.864,178.3480
ASP|0525|FD&C; BLUE NO. 2|860-22-0|74.102,74.1102,82.102
ASP|0524|FD&C; BLUE NO. 1|3844-45-9|74.101,74.1101,74.2101,82.101
ASP|0527|FD&C; BLUE NO. 2, ALUMINUM LAKE|16521-38-3|176.180,74.1102,74.3102
ASP|0526|FD&C; BLUE NO. 1, ALUMINUM LAKE|68921-42-6|176.180,74.1101,74.2101
NUL|2083|FD&C; BLUE NO. 2, CALCIUM LAKE|977011-14-5|176.180
NUL|2082|FD&C; BLUE NO. 1, CALCIUM LAKE|977011-13-4|176.180
ASP|0528|FD&C; GREEN NO. 3|2353-45-9|74.1203,74.203,74.2203,82.203
ASP|0529|FD&C; GREEN NO. 3, ALUMINUM LAKE|977011-88-3|176.180
NUL|2084|FD&C; GREEN NO. 3, CALCIUM LAKE|977011-12-3|176.180
BAN|3088|FD&C; GREEN NO. 2--PROHIBITED|5141-20-8|81.30
BAN|3087|FD&C; GREEN NO. 1--PROHIBITED|4680-78-8|81.30
ASP|0531|FD&C; RED NO. 40|25956-17-6|74.1340,74.2340,74.340
ASP|0530|FD&C; RED NO. 3|16423-68-0|74.1303,74.303,81.10
ASP|0533|FD&C; RED NO. 40, ALUMINUM LAKE|977154-53-2|176.180,74.2340,74.340
BAN|0532|FD&C; RED NO. 3, ALUMINUM LAKE--PROHIBITED|12227-78-0|81.10,81.30
ASP|2086|FD&C; RED NO. 40, CALCIUM LAKE|977011-17-8|176.180,74.340
BAN|2085|FD&C; RED NO. 3, CALCIUM LAKE--PROHIBITED|977011-16-7|81.10,81.30
BAN|3091|FD&C; RED NO. 4--PROHIBITED|4548-53-2|74.1304,74.2304,81.10,81.30,82.304
BAN|3089|FD&C; RED NO. 1--PROHIBITED|3564-09-8|81.10,81.30
BAN|3090|FD&C; RED NO. 2--PROHIBITED|915-67-3|81.10,81.30
BAN|3092|FD&C; VIOLET NO. 1--PROHIBITED|1694-09-3|81.10,81.30
ASP|0535|FD&C; YELLOW NO. 6|2783-94-0|201.20,74.1706,74.2706,74.706,82.706
ASP|0534|FD&C; YELLOW NO. 5|1934-21-0|176.170,178.1010,178.3297,74.1705,74.2705,74.705,82.705
ASP|0536|FD&C; YELLOW NO. 5, ALUMINUM LAKE|12225-21-7|176.180,74.1705,82.705
ASP|0537|FD&C; YELLOW NO. 6, ALUMINUM LAKE|15790-07-5|176.180,82.706
ASP|2087|FD&C; YELLOW NO. 5, CALCIUM LAKE|977011-18-9|176.180,82.705
EAF|2088|FD&C; YELLOW NO. 6, CALCIUM LAKE|977083-04-7|176.180,82.706
ASP|0538|D-FENCHONE|4695-62-9|172.515
ASP|0539|FENCHYL ALCOHOL|1632-73-1|172.515
ASP|2089|FENNEL, COMMON (FOENICULUM VULGARE MILL.)|977001-13-0|182.10
ASP|2090|FENNEL, SWEET (FOENICULUM VULGARE MILL. VAR. DULCE (D.C.) ALEF.)|977007-85-4|182.10
ASP|2091|FENNEL, SWEET, OIL (FOENICULUM VULGARE MILL. VAR. DULCE (D.C.) ALEF.)|8006-84-6|182.20
ASP|2094|FENUGREEK (TRIGONELLA FOENUM-GRAECUM L.)|977155-29-5|101.22,182.10
ASP|2092|FENUGREEK, EXTRACT (TRIGONELLA FOENUM-GRAECUM L.)|84625-40-1|182.20
ASP|2093|FENUGREEK, OLEORESIN (TRIGONELLA FOENUM-GRAECUM L.)|977018-53-3|182.20
EAF|3134|FERRIC AMMONIUM CITRATE, BROWN|1332-98-5|184.1296
ASP|2095|FERRIC CHLORIDE|7705-08-0|175.105,176.170,184.1297
NUL|2096|FERRIC CITRATE|28633-45-6|184.1298
ASP|2097|FERRIC OXIDE|1309-37-1|176.170,178.3297,186.1300,522.940,73.350
NUL|2098|FERRIC PEPTONATE|977089-86-3|
ASP|2099|FERRIC PHOSPHATE|10045-86-0|184.1301,582.80
ASP|2100|FERRIC PYROPHOSPHATE|10058-44-3|184.1304,582.80
NIL|2101|FERRIC SODIUM PYROPHOSPHATE|10045-87-1|
ASP|2102|FERRIC SULFATE|10028-22-5|184.1307,582.80
ASP|2103|FERROCYANIDE SALTS|977171-91-7|
NUL|2104|FERROUS ASCORBATE|24808-52-4|184.1307A
NIL|2948|FERROUS CARBONATE|563-71-3|184.1307B
NUL|2105|FERROUS CITRATE|23383-11-1|184.1307C
ASP|2106|FERROUS FUMARATE|141-01-5|172.350,184.1307D
ASP|2107|FERROUS GLUCONATE|6047-12-7|182.80,184.1308,73.160
EAF|3308|FERROUS L-LACTATE|85993-25-5|
ASP|2108|FERROUS LACTATE|5905-52-2|184.1311,73.165
NUL|2109|FERROUS PEPTONATE|977089-87-4|
ASP|2110|FERROUS SULFATE|7782-63-0|184.1315
ASP|2111|FICIN|9001-33-6|184.1316
EAF|3137|FIR (PINE) NEEDLES AND TWIGS (ABIES SIBIRICA LEDEB.)|8021-29-2|172.510
ASP|2112|FIR NEEDLES AND TWIGS, OIL (ABIES SPP.)|8021-28-1|172.510
ASP|2113|FISH OIL (HYDROGENATED)|91078-95-4|176.170,176.180,176.210,177.2800,186.1551
ASP|0540|FISH PROTEIN CONCENTRATE, WHOLE|977050-73-9|172.385
ASP|1575|FISH PROTEIN ISOLATE|977080-38-8|172.340
ASP|0541|FOLIC ACID|59-30-3|101.79,101.9,107.100,137.165,137.185,137.235,137.260,137.305,137.350,139.115,139.122,139.155,172.345,172.896
ASP|0542|FORMALDEHYDE|50-00-0|173.340,175.105,175.210,175.300,176.170,176.180,176.200,177.1200,177.2410,178.3120,573.460
ASP|0543|FORMIC ACID|64-18-6|172.515,172.723,186.1316,573.480
ASP|0544|2-FORMYL-6,6-DIMETHYLBICYCLO(3.1.1)HEPT-2-ENE|564-94-3|
EAF|3997|4-FORMYL-2-METHOXYPHENYL 2-HYDROXYPROPANOATE|930587-76-1|
ASP|0545|FRUIT JUICE|977010-51-7|131.110,131.115,131.120,131.122,131.123,131.124,131.127,131.130,131.132,131.135,131.143,131.147,131.149,131.150,131.155,131.157,131.160,131.162,131.180,131.185,131.187,135.110,135.140,145.110,145.120,145.125,145.135,145.140,145.145,145.170,145.175,145.180,145.185,145.190,145.3,146.126,150.110,150.140,150.141,73.250
ASP|2116|FULLERS EARTH|8031-18-3|
ASP|0546|FUMARIC ACID|110-17-8|150.141,150.161,172.350,172.808,172.810,172.822,175.105,175.300,175.320,176.170,177.1200,177.2420
NUL|2117|FUNGAL HEMICELLULASE|977147-94-6|
ASP|2118|FUNGAL PECTINASE|977033-80-9|
ASP|0547|2-FURANMETHANETHIOL FORMATE|59020-90-5|
EAF|3268|4-((FURANMETHYL)THIO)-2-PENTANONE|180031-78-1|
ASP|2119|FURCELLERAN|9000-21-9|172.655,172.660
NUL|2120|FURCELLERAN, AMMONIUM SALT OF|977089-77-2|172.660
ASP|0548|FURCELLERAN AND SALTS OF FURCELLERAN|977043-65-4|172.660,176.170
NUL|2121|FURCELLERAN, CALCIUM SALT OF|88845-49-2|172.660
NUL|2122|FURCELLERAN, POTASSIUM SALT OF|92880-86-9|172.660
NUL|2123|FURCELLERAN, SODIUM SALT OF|92880-87-0|172.660
ASP|0549|FURFURAL|98-01-1|175.105
EAF|3929|FURFURAL PROPYLENEGLYCOL ACETAL|4359-54-0|
ASP|0550|FURFURYL ACETATE|623-17-6|
ASP|0551|FURFURYL ALCOHOL|98-00-0|175.105
ASP|0552|FURFURYL BUTYRATE|623-21-2|
EAF|3931|FURFURYL DECANOATE|39252-05-6|
EAF|3934|FURFURYL FORMATE|13493-97-5|
ASP|0553|2-FURFURYLIDENEBUTYRALDEHYDE|770-27-4|
ASP|0554|FURFURYL ISOPROPYL SULFIDE|1883-78-9|
ASP|0555|FURFURYL MERCAPTAN|98-02-2|
ASP|0556|FURFURYL 3-METHYLBUTANOATE|13678-60-9|
ASP|0557|FURFURYL METHYL ETHER|13679-46-4|
EAF|3525|FURFURYL 2-METHYL-3-FURYL DISULFIDE|109537-55-5|
ASP|0558|FURFURYL METHYL SULFIDE|1438-91-1|
ASP|0559|ALPHA-FURFURYL OCTANOATE|39252-03-4|
ASP|0560|ALPHA-FURFURYL PENTANOATE|36701-01-6|
ASP|0561|FURFURYL PROPIONATE|623-19-8|
EAF|3382|FURFURYL PROPYL DISULFIDE|252736-36-0|
ASP|0562|N-FURFURYLPYRROLE|1438-94-4|
ASP|0563|FURFURYL THIOACETATE|13678-68-7|
EAF|4065|1-(2-FURFURYLTHIO)PROPANONE|58066-86-7|
ASP|0564|FURFURYL THIOPROPIONATE|59020-85-8|
NIL|0382|3-(2-FUROYLTHIO)-2,5-DIMETHYLFURAN|55764-31-3|
NUL|0566|1-(2-FURYL)-1,3-BUTANEDIONE|25790-35-6|
EAF|3526|1-(2-FURYL)BUTAN-3-ONE|699-17-2|
ASP|0567|4-(2-FURYL)-3-BUTEN-2-ONE|623-15-4|
ASP|0568|2-FURYL METHYL KETONE|1192-62-7|
ASP|0570|FUSEL OIL, REFINED|8013-75-0|172.515
NUL|2124|ALPHA-GALACTOSIDASE FROM MORTEIRELLA VINACEAE RAFFINOSEUTILIZER|977080-39-9|173.145
NUL|2125|GALANGA, GREATER (ALPINIA GALANGA WILLD)|977050-77-3|172.510
ASP|2126|GALANGAL ROOT (ALPINIA SPP.)|977038-75-7|182.10
ASP|2127|GALANGAL ROOT, EXTRACT (ALPINIA SPP.)|977038-76-8|182.20
NIL|2128|GALANGAL ROOT, OIL (ALPINIA SPP.)|8024-40-6|182.20
EAF|2129|GALBANUM, OIL (FERULA SPP.)|8023-91-4|172.510
ASP|2130|GALBANUM, RESIN (FERULA SPP.)|9000-24-2|172.510
EAF|2131|GAMBIR (UNCARIA GAMBIR ROXB.)|8001-48-7|172.510
EAF|3662|GARDENIA GUMMIFERA DISTILLATE|853947-47-4|
ASP|2132|GARLIC|977001-81-2|101.22,139.110,139.150,155.194,155.200,172.260,184.1317
EAF|3141|GARLIC EXTRACT|8008-99-9|184.1317
ASP|2133|GARLIC, OIL (ALLIUM SATIVUM L.)|8000-78-0|184.1317
ASP|2134|GELATIN|9000-70-8|133.178,133.179,172.230,172.255,172.280,182.70
ASP|2994|GELLAN GUM|71010-52-1|172.665
ASP|2135|GENET, ABSOLUTE (SPARTIUM JUNCEUM L.)|977161-78-6|172.510
EAF|2136|GENET, EXTRACT (SPARTIUM JUNCEUM L.)|90131-21-8|172.510
ASP|2137|GENTIAN ROOT, EXTRACT (GENTIANA LUTEA L.)|72968-42-4|172.510
ASP|2138|GENTIAN, STEMLESS (GENTIANA ACAULIS L.)|977088-41-7|172.510
EAF|3527|GERANIC ACID|459-80-3|
ASP|0571|GERANIOL|106-24-1|182.60
NUL|2143|GERANIUM (PELARGONIUM SPP.)|977001-35-6|182.10
NUL|2139|GERANIUM, EAST INDIAN, EXTRACT (CYMBOPOGON MARTINI STAPF.)|977091-47-6|182.20
ASP|2140|GERANIUM, EAST INDIAN, OIL (CYMBOPOGON MARTINI STAPF.)|8014-19-5|182.20
NUL|2141|GERANIUM EXTRACT (PELARGONIUM SPP.)|977091-46-5|182.20
ASP|2142|GERANIUM, OIL (PELARGONIUM SPP.)|8000-46-2|182.20
ASP|2144|GERANIUM, ROSE, OIL (PELARGONIUM GRAVEOLENS L'HER.)|977143-78-4|182.20
ASP|0572|GERANYL ACETATE|105-87-3|182.60
ASP|0573|GERANYL ACETOACETATE|10032-00-5|172.515
ASP|0574|GERANYL ACETONE|3796-70-1|172.515
ASP|0575|GERANYL BENZOATE|94-48-4|172.515
ASP|0576|GERANYL BUTYRATE|106-29-6|172.515
ASP|0577|GERANYL FORMATE|105-86-2|172.515
ASP|0578|GERANYL HEXANOATE|10032-02-7|172.515
ASP|0579|GERANYL ISOBUTYRATE|2345-26-8|172.515
ASP|0580|GERANYL ISOVALERATE|109-20-6|172.515
EAF|3528|GERANYL 2-METHYLBUTYRATE|68705-63-5|
ASP|0581|GERANYL PHENYLACETATE|102-22-7|172.515
ASP|0582|GERANYL PROPIONATE|105-90-8|172.515
EAF|3455|GERANYL TIGLATE|7785-33-3|
EAF|3529|GERANYL VALERATE|10402-47-8|
NUL|2147|GERMANDER, CHAMAEDRYS (TEUCRIUM CHAMAEDRYS L.)|977081-08-5|172.510
NUL|2146|GERMANDER, CHAMAEDRYS, EXTRACT (TEUCRIUM CHAMAEDRYS L.)|977091-51-2|172.510
NUL|2145|GERMANDER, CHAMAEDRYS, EXTRACT SOLID (TEUCRIUM CHAMAEDRYS L.)|977091-52-3|172.510
NUL|2148|GERMANDER, GOLDEN (TEUCRIUM POLIUM L.)|977088-44-0|172.510
ASP|2149|GHATTI, GUM (ANOGEISSUS LATIFOLIA WALL.)|9000-28-6|184.1333
ASP|0583|GIBBERELLIC ACID & POTASSIUM GIBBERELLATE|977136-81-4|172.725
ASP|2153|GINGER (ZINGIBER OFFICINALE ROSC.)|977001-38-9|101.22,182.10
ASP|2150|GINGER, EXTRACT (ZINGIBER OFFICINALE ROSC.)|84696-15-1|182.20
ASP|2151|GINGER, OIL (ZINGIBER OFFICINALE ROSC.)|8007-08-7|182.20
ASP|2152|GINGER, OLEORESIN (ZINGIBER OFFICINALE ROSC.)|8002-60-6|182.20
NUL|2154|D-GLUCONIC ACID|526-95-4|
ASP|2155|GLUCONO-DELTA LACTONE|90-80-2|133.129,155.120,184.1318
EAF|3651|N-GLUCONYL ETHANOLAMINE|5438-31-3|
EAF|3652|N-GLUCONYL ETHANOLAMINE PHOSPHATE|874113-45-8|
NUL|2156|GLUCOSE ISOMERASE FROM BACILLUS COAGULANS|977042-63-9|184.1372
NUL|2157|GLUCOSE ISOMERASE FROM IMMOBILIZED ARTHROBACTER GLOBIFORMIS|977090-08-6|
NUL|2158|GLUCOSE ISOMERASE FROM STREPTOMYCES OLIVACEUS|977078-16-2|184.1372
NUL|2159|GLUCOSE ISOMERASE FROM STREPTOMYCES OLIVOCHROMOGENES|977090-07-5|184.1372
NUL|2160|GLUCOSE ISOMERASE FROM STREPTOMYCES RUBIGINOSUS|977090-06-4|184.1372
NUL|2161|GLUCOSE OXIDASE CATALASE PREPARATION|9001-35-8|160.105,160.145,160.185
NUL|2162|GLUCOSE OXIDASE FROM ASPERGILLUS NIGER|977031-82-5|
NUL|2163|GLUCOSE OXIDASE FROM PENICILLIUM NOTATUM|977090-09-7|
ASP|0584|GLUCOSE PENTAACETATE|83-87-4|172.515
NUL|2164|GLUCOSIDASE FROM ASPERGILLUS FLAVUS|977091-48-7|
NUL|2165|GLUCOSIDASE FROM ASPERGILLUS NIGER|977091-49-8|
NUL|2166|GLUCOSIDASE FROM ASPERGILLUS ORYZAE|977091-50-1|
ASP|0585|L-GLUTAMIC ACID|56-86-0|172.320,182.1045
ASP|0586|GLUTAMIC ACID HYDROCHLORIDE|138-15-8|172.320,182.1047
ASP|0587|L-GLUTAMINE|56-85-9|172.320
EAF|4094|GAMMA-GLUTAMYL-VALYL-GLYCINE|38837-70-6|
ASP|0588|GLUTARALDEHYDE|111-30-8|172.230,173.320,173.357,175.105,176.170,176.180,176.300
NUL|2167|GLUTEN, GUM|977091-56-7|139.110,139.120,139.125,139.140,139.150
ASP|2168|GLYCERIN|56-81-5|169.175,172.811,175.300,175.320,176.210,177.1390,177.2420,177.2800,178.3500,182.1320,182.90
ASP|2169|GLYCERIN, SYNTHETIC|977091-53-4|172.866,178.3500
EAF|2171|GLYCEROL TRIBUTYRATE|60-01-5|184.1903
NUL|2172|GLYCERYL BEHENATE|77538-19-3|184.1328
NIL|2173|GLYCERYL 5-HYDROXYDECANOATE|26446-31-1|
NIL|2174|GLYCERYL 5-HYDROXYDODECANOATE|26446-32-2|
